rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,544.535,501.196,478.83,15.51198,yes,yes,3+,3+,2,26-100,0.9599,0.9696,LOW-MED
35,Spain,96,46745.216,ISCED 2,ISCED 3A,female,yes,437.241,443.398,339.333,55.12904,yes,yes,3+,3+,2,26-100,0.8095,0.3843,MED-HIGH
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",male,yes,559.727,537.922,496.862,1.56352,yes,yes,2,2,2,26-100,-0.2775,0.8198,MED-HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,yes,543.348,563.408,527.372,559.1816,yes,yes,3+,3+,3+,101-200,0.8322,1.431,MED-HIGH
40,Malta,95,442.784,"ISCED 3B, C",ISCED 2,female,yes,651.739,534.248,536.755,1.08696,yes,no,1,2,1,26-100,-0.7789,-0.9494,MED-HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,male,yes,374.372,368.301,389.87,39.92472,no,yes,3+,2,1,0-10,-0.189,-0.1499,LOW
80,Indonesia,85,276361.783,ISCED 1,ISCED 3A,female,no,322.903,384.849,339.93,568.57350471,no,yes,2,0,0,11-25,-2.629,-1.6596,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,509.742,521.257,574.344,42.08685,yes,yes,2,0,3+,101-200,0.1301,0.3732,HIGH
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,male,yes,544.487,470.705,514.152,162.5679,yes,yes,3+,3+,2,more than 500,0.4109,1.2858,HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 3A,male,yes,649.482,566.56,631.723,38.20144,yes,yes,3+,3+,3+,26-100,0.5936,1.0279,HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 3A,female,yes,517.387,584.363,515.17,1.64276,yes,yes,1,3+,2,201-500,-0.0123,1.2045,HIGH
81,Brazil,85,213993.437,"ISCED 3B, C","ISCED 3B, C",male,yes,517.32,484.618,504.849,76.09315,yes,yes,3+,3+,2,26-100,0.4626,1.0878,LOW
80,Indonesia,85,276361.783,ISCED 1,ISCED 1,female,no,468.096,537.515,504.066,109.77187589,yes,yes,1,0,0,0-10,-3.7458,-2.6443,LOW
25,New Zealand,98,4860.643,"ISCED 3B, C","ISCED 3B, C",male,no,379.16,501.321,411.368,9.82065,no,yes,2,1,2,101-200,-0.6005,-0.7322,HIGH
52,Moldova,92,4024.019,ISCED 2,ISCED 2,male,yes,406.211,402.869,491.925,4.54703,yes,yes,2,1,0,0-10,-1.1656,-0.9269,LOW-MED
9,Netherlands,100,17173.099,ISCED 2,ISCED 1,female,yes,401.839,443.8,356.129,32.39793,no,yes,3+,3+,1,0-10,-0.01,-0.8276,HIGH
19,Germany,98,83900.473,ISCED 3A,ISCED 3A,male,yes,445.18,427.163,448.802,78.64661,yes,yes,2,3+,2,201-500,0.5516,1.7926,HIGH
38,Latvia,95,1866.942,ISCED 3A,"ISCED 3B, C",male,yes,508.923,514.636,534.673,2.38461,yes,yes,3+,3+,3+,26-100,0.8191,-0.08,MED-HIGH
58,Uruguay,90,3485.151,ISCED 3A,ISCED 3A,female,yes,401.809,420.219,464.838,12.68647,no,yes,1,0,0,11-25,-2.1383,-0.9645,LOW-MED
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,female,yes,544.914,530.798,532.931,72.76029,yes,yes,3+,3+,1,201-500,0.0615,0.5422,HIGH
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,female,yes,610.142,617.49,590.03,37.61813,yes,no,2,3+,2,more than 500,0.508,1.4523,MED-HIGH
95,Algeria,84,44616.624,ISCED 2,"ISCED 3B, C",female,no,374.918,442.091,318.957,17.25066,yes,yes,1,0,0,0-10,-3.1777,-1.7973,LOW
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",female,yes,666.843,631.822,677.741,146.0868,yes,yes,3+,2,3+,101-200,0.8307,-0.2361,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,male,no,361.5,384.428,387.019,75.00914,yes,yes,1,1,0,0-10,-2.4839,-1.9054,LOW
61,Thailand,89,69950.85,ISCED 1,ISCED 2,female,no,372.548,432.339,386.899,105.602,yes,yes,1,2,2,101-200,-0.8974,-1.1151,LOW-MED
60,Turkey,89,85042.738,ISCED 1,ISCED 3A,male,yes,503.92,513.92,482.146,242.4469,yes,yes,3+,2,1,101-200,-0.1165,0.2015,LOW-MED
127,Qatar,80,2930.528,ISCED 2,ISCED 1,male,yes,344.075,323.164,332.798,1.15625,no,yes,3+,3+,2,11-25,0.9142,-1.3498000000000001,LOW
117,Albania,82,2872.933,ISCED 3A,"ISCED 3B, C",male,yes,535.464,410.038,467.48,6.78669,no,yes,2,2,1,11-25,0.3191749999999999,-0.21762499999999996,LOW
29,Norway,97,5465.63,"ISCED 3B, C",ISCED 3A,female,yes,516.033,467.932,437.412,9.9631,yes,yes,3+,2,3+,26-100,2.2141,1.1198,MED-HIGH
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,430.884,481.363,483.817,41.43873,yes,yes,3+,1,1,101-200,-0.9593,0.3248,LOW
39,Luxembourg,95,634.814,ISCED 3A,ISCED 3A,female,yes,554.377,522.855,547.464,1.03922,yes,yes,1,3+,2,more than 500,-0.2759,1.4245,MED-HIGH
47,Greece,93,10370.744,"ISCED 3B, C",ISCED 1,female,yes,436.302,483.934,442.317,15.94964,yes,no,1,2,1,26-100,-1.4422,-0.3222,LOW-MED
47,Greece,93,10370.744,ISCED 3A,"ISCED 3B, C",male,yes,377.748,335.321,303.879,26.46921,yes,yes,3+,3+,2,101-200,0.0802,0.4923,LOW-MED
9,Netherlands,100,17173.099,ISCED 2,ISCED 3A,female,yes,486.424,517.186,507.145,34.82653,yes,yes,2,2,1,26-100,0.1757,-0.4472,HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,538.097,463.629,512.878,129.7395,yes,yes,1,1,1,201-500,-1.4043,-0.2031,HIGH
29,Norway,97,5465.63,ISCED 2,ISCED 3A,male,yes,512.216,561.145,487.514,10.40591,yes,yes,3+,3+,3+,201-500,0.9316,1.2709,MED-HIGH
85,Tunisia,85,11935.766,ISCED 1,ISCED 1,male,no,378.987,349.967,372.889,22.53416,yes,no,1,0,1,11-25,-3.0131,-2.7514,LOW
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,female,yes,560.283,606.573,593.496,8.21181,yes,yes,1,3+,2,101-200,-0.0516,1.1888,LOW-MED
61,Thailand,89,69950.85,ISCED 2,ISCED 3A,male,yes,394.934,452.654,456.233,106.205,yes,no,1,1,3+,26-100,-0.9092,0.2168,LOW-MED
38,Latvia,95,1866.942,"ISCED 3B, C","ISCED 3B, C",female,yes,462.604,530.626,518.256,5.57104,yes,yes,1,2,0,11-25,-1.1989,-1.577,MED-HIGH
31,Slovenia,97,2078.724,ISCED 3A,"ISCED 3B, C",female,yes,614.697,580.078,611.504,6.65242,yes,yes,1,3+,2,201-500,0.7245,1.2211,MED-HIGH
39,Luxembourg,95,634.814,ISCED 3A,ISCED 3A,male,yes,522.566,494.576,507.852,1,yes,yes,3+,3+,2,26-100,0.7646,0.2946,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,female,yes,469.455,516.225,484.75,17.75639,no,yes,3+,3+,1,101-200,0.6383,0.9459,HIGH
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,450.441,496.977,500.249,3.53279,yes,yes,3+,2,1,26-100,0.115,1.125,LOW
85,Tunisia,85,11935.766,ISCED 2,ISCED 2,female,yes,284.859,331.669,345.505,23.54575,yes,yes,2,2,2,0-10,-0.4065,-0.2703,LOW
108,Colombia,83,51265.844,less than ISCED1,"ISCED 3B, C",male,yes,338.78,326.27,300.634,17.50285,yes,yes,3+,1,0,0-10,-1.4766,-0.564,LOW
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,male,yes,596.986,579.633,675.715,120.3291,yes,yes,3+,3+,2,101-200,2.6554,1.392,HIGH
47,Greece,93,10370.744,ISCED 3A,ISCED 3A,male,yes,396.538,415.339,354.212,12.26561,yes,yes,3+,2,1,0-10,0.3781,-0.3357,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 2,female,yes,386.236,380.136,445.761,1,yes,yes,3+,2,2,11-25,0.185,-0.1225,LOW-MED
38,Latvia,95,1866.942,ISCED 3A,ISCED 3A,female,yes,476.262,500.092,484.191,2.48512,yes,yes,1,2,2,101-200,-0.2456,-0.7343,MED-HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,607.92,410.265,504.297,110.0453,yes,yes,1,1,2,more than 500,-0.7435,0.3467,HIGH
33,Russia,96,145912.025,ISCED 3A,ISCED 3A,male,yes,511.499,446.732,518.399,161.974,yes,yes,2,2,1,26-100,-0.4745,-0.4317,MED-HIGH
33,Russia,96,145912.025,"ISCED 3B, C",ISCED 3A,female,yes,634.716,640.35,671.695,439.5344,yes,yes,1,2,0,more than 500,-1.3138,0.7099,MED-HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,535.057,446.431,464.368,1.4966,yes,yes,2,3+,0,more than 500,0.0804,0.6566,LOW-MED
28,Denmark,97,5813.298,ISCED 1,ISCED 2,female,yes,474.114,433.516,425.808,2.14286,yes,no,2,3+,0,26-100,-0.4379,0.0504,MED-HIGH
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,male,yes,296.552,338.073,329.033,11.83503,yes,yes,2,2,1,11-25,-0.4432,0.0284,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,554.927,476.589,523.544,3.40476,yes,yes,3+,2,1,201-500,-0.3669,-0.1407,HIGH
127,Qatar,80,2930.528,ISCED 1,ISCED 3A,female,yes,341.49,361.224,328.737,1.05128,yes,yes,2,2,3+,26-100,0.875,-0.606,LOW
24,Slovakia,98,5460.721,ISCED 3A,ISCED 3A,female,yes,280.584,300.454,286.539,12.00908,no,yes,2,1,0,0-10,-0.7735,-0.558,HIGH
99,Lebanon,84,6769.146,ISCED 3A,ISCED 3A,male,yes,360.283,301.255,326.502,4.96392,yes,yes,3+,3+,3+,26-100,4.0432,2.2361,LOW
48,Bulgaria,93,6896.663,ISCED 3A,ISCED 3A,male,yes,278.267,191.757,303.359,8.78868,yes,yes,2,2,2,0-10,-0.8713,-0.4506,LOW-MED
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,female,yes,525.254,488.001,459.322,170.0995,yes,yes,1,0,1,26-100,-1.6539,-1.3053,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,female,yes,420.694,429.377,444.387,870.5091,yes,yes,3+,2,1,101-200,0.124,0.4779,MED-HIGH
76,Costa Rica,86,5139.052,ISCED 1,ISCED 1,female,yes,413.327,358.131,415.63,3.53481,yes,yes,2,2,0,0-10,-1.6056,-0.9175,LOW-MED
43,Portugal,94,10167.925,ISCED 3A,ISCED 3A,female,yes,634.671,686.167,688.483,16.74222,yes,yes,3+,3+,2,201-500,1.0929,1.3503,LOW-MED
28,Denmark,97,5813.298,ISCED 3A,"ISCED 3B, C",male,yes,585.66,565.035,582.149,9.69425,yes,yes,3+,3+,3+,26-100,0.5188,0.2434,MED-HIGH
33,Russia,96,145912.025,ISCED 3A,ISCED 2,male,yes,569.991,452.291,549.586,322.0683,yes,yes,2,2,2,11-25,0.271,0.271,MED-HIGH
41,Vietnam,94,98168.833,ISCED 2,ISCED 1,male,yes,527.904,468.003,534.446,110.3335,yes,no,2,0,0,101-200,-2.0483,-2.0022,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 1,male,yes,417.914,464.23,490.143,3.94442,no,yes,2,1,3+,26-100,-0.5106,-1.164,HIGH
11,Finland,100,5548.36,ISCED 3A,"ISCED 3B, C",female,yes,514.798,556.404,542.251,11.58782,yes,yes,3+,1,2,101-200,0.4278,-0.05,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,female,yes,413.667,430.043,463.636,27.95331,yes,yes,3+,3+,3+,26-100,0.72445,-0.06440000000000001,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 2,male,yes,478.853,476.316,450.776,1.07692,no,yes,3+,3+,3+,26-100,1.9145,-0.5413,LOW
58,Uruguay,90,3485.151,ISCED 1,ISCED 2,female,yes,403.701,415.139,399.372,5.15684,no,yes,3+,1,1,101-200,-1.143,-1.1269,LOW-MED
43,Portugal,94,10167.925,ISCED 3A,ISCED 3A,female,yes,455.197,508.433,486.91,7.62623,yes,yes,3+,3+,1,201-500,0.5567,1.4231,LOW-MED
85,Tunisia,85,11935.766,ISCED 1,"ISCED 3B, C",female,no,201.563,248.773,284.2,19.37755,yes,no,1,0,0,201-500,-2.4396,-0.9022,LOW
108,Colombia,83,51265.844,"ISCED 3B, C",ISCED 3A,male,yes,504.283,519.869,506.771,7.98123,yes,yes,2,0,1,0-10,-1.6538,-1.0219,LOW
81,Brazil,85,213993.437,ISCED 3A,ISCED 1,female,yes,404.882,381.488,399.796,38.04075,yes,yes,3+,0,0,26-100,-1.2878,-1.3984,LOW
61,Thailand,89,69950.85,ISCED 3A,ISCED 2,female,no,332.791,360.579,331.687,107.7926,yes,no,1,0,0,0-10,-3.0927,-2.036,LOW-MED
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",male,yes,447.537,573.103,453.675,1.16667,yes,yes,1,3+,2,26-100,-1.1523,-1.2629,LOW
30,Croatia,97,4081.651,ISCED 3A,"ISCED 3B, C",male,yes,434.099,398.849,387.67,5.61123,yes,yes,2,2,2,0-10,0.0364,-0.9622,MED-HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 2,female,yes,447.376,464.297,517.015,1.38571,yes,yes,1,2,3+,26-100,0.1184,0.0037,HIGH
81,Brazil,85,213993.437,ISCED 1,ISCED 3A,male,yes,306.51,334.946,343.197,7.00095,no,no,1,0,0,0-10,-1.945875,-1.991775,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,550.407,579.097,578.446,30.85118,yes,yes,2,2,1,11-25,-0.259,0.4429,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 2,male,yes,509.472,517.952,511.166,2.28363,yes,yes,3+,0,2,0-10,-0.61,-0.9007,HIGH
76,Costa Rica,86,5139.052,ISCED 1,less than ISCED1,female,no,303.985,298.783,339.23,3.39416,yes,no,2,0,1,11-25,-2.2023,-1.6757,LOW-MED
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,460.919,462.551,411.45,5.79902,yes,yes,1,1,1,26-100,-1.3532,-0.6177,MED-HIGH
96,Peru,84,33359.418,ISCED 1,ISCED 2,male,no,366.435,316.538,354.491,49.31443,no,no,2,2,1,26-100,-0.821,-0.7033,LOW
108,Colombia,83,51265.844,less than ISCED1,less than ISCED1,female,no,318.207,441.754,414.734,93.51456,yes,no,1,0,0,0-10,-3.3856,-3.2585,LOW
81,Brazil,85,213993.437,"ISCED 3B, C",ISCED 3A,female,yes,315.583,453.83,408.278,30.84608,yes,yes,0,1,1,11-25,-1.3476,-0.3117,LOW
20,France,98,65426.179,ISCED 3A,less than ISCED1,female,yes,370.798,465.545,391.882,129.7457,yes,no,3+,3+,2,26-100,0.9141,-0.8875,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,female,yes,378.77,477.934,433.541,2.11206,no,yes,3+,1,1,101-200,0.2084,0.794,HIGH
85,Tunisia,85,11935.766,ISCED 1,ISCED 2,female,no,380.623,317.689,369.411,23.76263,yes,yes,1,1,1,11-25,-0.6535,-1.441,LOW
99,Lebanon,84,6769.146,ISCED 1,"ISCED 3B, C",male,yes,355.926,259.541,342.696,13.96925,yes,yes,1,1,1,26-100,-1.3732,0.179,LOW
17,Austria,99,9043.07,ISCED 3A,"ISCED 3B, C",male,yes,612.123,557.129,554.957,16.04354,yes,yes,3+,3+,1,26-100,-0.1313,-0.2428,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,347.963,345.703,343.069,1.20561,yes,no,3+,3+,3+,0-10,3.1904,1.1296,LOW
96,Peru,84,33359.418,ISCED 2,ISCED 2,female,no,345.266,237.823,278.46,48.20221,no,yes,1,0,0,0-10,-3.4397,-2.5143,LOW
34,Italy,96,60367.477,ISCED 3A,"ISCED 3B, C",female,yes,709.927,687.81,647.62,36.21465,yes,no,3+,1,2,101-200,-0.2472,0.607,MED-HIGH
17,Austria,99,9043.07,ISCED 3A,"ISCED 3B, C",male,yes,483.26,409.613,408.673,3.51555,yes,yes,3+,3+,2,26-100,0.932,-0.0616,HIGH
22,Sweden,98,10160.169,ISCED 1,less than ISCED1,male,yes,303.307,123.46,248.04,14.05061,yes,yes,0,1,1,0-10,-0.990125,-2.3639,HIGH
38,Latvia,95,1866.942,ISCED 2,ISCED 2,male,yes,387.325,486.016,397.633,2.43705,yes,no,3+,1,2,201-500,-0.8658,-1.3806,MED-HIGH
99,Lebanon,84,6769.146,ISCED 1,ISCED 1,male,yes,511.188,451.372,528.496,6.87362,yes,no,3+,2,3+,26-100,0.2124,1.0676,LOW
34,Italy,96,60367.477,ISCED 3A,ISCED 3A,female,yes,552.524,683.716,547.011,33.99237,yes,yes,3+,2,2,26-100,-0.1639,1.0046,MED-HIGH
47,Greece,93,10370.744,ISCED 2,ISCED 3A,female,yes,365.747,436.116,403.787,18.37881,yes,yes,1,1,1,0-10,-0.8888,-1.1104,LOW-MED
18,Estonia,99,1325.185,ISCED 2,ISCED 3A,male,yes,528.247,573.133,602.011,1.76617,yes,yes,1,3+,1,11-25,-0.0089,0.4611,HIGH
91,Montenegro,85,628.053,"ISCED 3B, C","ISCED 3B, C",female,yes,443.629,416.798,431.763,1.06787,yes,yes,3+,3+,2,101-200,0.7914,0.5917,LOW
38,Latvia,95,1866.942,"ISCED 3B, C","ISCED 3B, C",male,yes,423.463,403.375,373.858,2.38461,yes,yes,2,2,1,11-25,-0.4119,-0.8744,MED-HIGH
62,Chile,89,19212.361,ISCED 3A,ISCED 3A,female,yes,486.322,537,488.229,7.55095,yes,yes,3+,3+,3+,more than 500,1.7856,1.7343,LOW-MED
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,yes,432.578,501.98,447.796,712.1538,yes,yes,3+,2,3+,0-10,0.6768,0.7384,MED-HIGH
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,male,yes,301.729,286.059,318.321,12.42037,yes,yes,2,1,1,11-25,-0.8928,-0.4746,LOW-MED
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,511.635,501.579,507.051,3.33165,yes,yes,3+,2,2,26-100,0.3814,0.7521,LOW
30,Croatia,97,4081.651,ISCED 1,"ISCED 3B, C",male,yes,311.169,277.761,293.676,8.05869,yes,yes,2,2,2,0-10,-0.2725,-1.539,MED-HIGH
76,Costa Rica,86,5139.052,"ISCED 3B, C","ISCED 3B, C",male,yes,327.632,402.983,366.949,6.43662,yes,yes,3+,2,0,26-100,-0.8506,0.7887,LOW-MED
43,Portugal,94,10167.925,ISCED 2,less than ISCED1,female,yes,294.695,338.249,313.862,3.92857,yes,yes,2,3+,2,0-10,0.2568,-1.6773,LOW-MED
14,United Kingdom,99,68207.116,ISCED 2,"ISCED 3B, C",female,yes,460.167,491.874,504.038,7.90099,no,yes,3+,2,1,26-100,-0.0155,-0.8455,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 2,female,yes,402.232,504.551,433.872,198.2118,yes,yes,2,1,0,0-10,-1.5086,-1.8073,LOW
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,450.995,450.104,484.216,57.83252,yes,yes,3+,0,0,11-25,-1.7148,-0.271,LOW
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,male,yes,606.385,577.6,589.31,12.23163,yes,yes,1,1,1,26-100,-0.4721,0.7959,HIGH
25,New Zealand,98,4860.643,"ISCED 3B, C",ISCED 2,female,yes,415.497,466.575,343.367,13.17176,yes,no,3+,2,3+,0-10,0.3144,-1.0986,HIGH
5,South Korea,104,51305.186,ISCED 1,"ISCED 3B, C",female,yes,397.633,389.759,369.42,98.62821,yes,no,2,1,2,26-100,-0.1313,-0.4981,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,male,no,437.005,355.084,449.879,69.00841,yes,yes,3+,0,0,101-200,-1.3499,-0.4267,LOW
73,United Arab Emirates,87,9991.089,less than ISCED1,less than ISCED1,male,yes,255.362,328.543,291.16,6.41379,no,yes,3+,3+,3+,26-100,2.458,-1.2781,LOW-MED
76,Costa Rica,86,5139.052,ISCED 3A,ISCED 3A,male,yes,545.839,507.206,531.819,7.29723,yes,yes,3+,3+,2,26-100,1.511,1.422,LOW-MED
28,Denmark,97,5813.298,ISCED 2,ISCED 2,male,yes,539.537,457.044,528.597,15.69182,yes,yes,3+,3+,3+,101-200,1.7519,1.0666,MED-HIGH
9,Netherlands,100,17173.099,ISCED 3A,ISCED 3A,male,yes,668.172,668.438,691.471,39.35262,yes,yes,2,3+,2,26-100,0.6382,1.0212,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 1,male,no,474.309,429.802,480.428,91.67367,yes,no,1,0,0,11-25,-3.7409,-2.3122,LOW
46,Lithuania,94,2689.862,"ISCED 3B, C",ISCED 3A,male,yes,578.288,524.993,522.083,1.62828,yes,yes,3+,2,1,26-100,0.0818,0.0611,LOW-MED
108,Colombia,83,51265.844,"ISCED 3B, C","ISCED 3B, C",male,yes,310.008,316.718,344.044,15.59074,yes,yes,3+,1,0,0-10,-0.645,-0.5963,LOW
76,Costa Rica,86,5139.052,ISCED 2,ISCED 2,male,yes,373.808,363.632,370.852,7.65251,yes,yes,1,0,0,11-25,-2.1238,-1.3393,LOW-MED
39,Luxembourg,95,634.814,ISCED 2,ISCED 2,male,yes,649.452,641.767,632.423,1,yes,yes,1,2,1,101-200,-0.0678,0.4703,MED-HIGH
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,yes,466.592,540.657,423.214,124.7982,yes,yes,3+,3+,2,101-200,1.2013,-0.7151,HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,364.509,356.819,419.604,145.3404,yes,yes,2,1,1,11-25,-0.9153,-0.592,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,624.745,631.476,644.99,39.96112,yes,yes,3+,3+,3+,201-500,0.9025,1.3687,HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,635.043,625.399,669.598,12.18311,yes,yes,2,3+,2,201-500,0.431,0.997,HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",female,yes,399.632,357.807,323.748,3.38837,yes,yes,1,1,2,0-10,-1.009425,-0.4607,MED-HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 2,female,yes,389.419,394.151,456.119,83.77596,yes,no,1,2,1,11-25,-0.1499,-0.2062,LOW
54,Romania,91,19127.774,"ISCED 3B, C","ISCED 3B, C",female,yes,647.118,602.054,561.855,33.37825,yes,yes,3+,2,2,201-500,0.7665,0.759,LOW-MED
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,595.752,619.21,654.474,12.25752,yes,yes,0,3+,1,201-500,-0.5942,0.18,HIGH
80,Indonesia,85,276361.783,ISCED 1,less than ISCED1,male,no,399.125,374.163,429.287,553.86550175,no,yes,1,0,0,0-10,-3.7458,-3.4421,LOW
70,Mexico,87,130262.216,ISCED 2,ISCED 2,male,no,449.555,382.012,461.429,124.7909,no,yes,2,0,2,11-25,-0.922,-1.3766,LOW-MED
58,Uruguay,90,3485.151,ISCED 3A,ISCED 2,female,yes,505.427,526.378,574.282,5.81463,yes,yes,3+,2,1,26-100,0.007,0.5134,LOW-MED
10,Switzerland,100,8715.494,ISCED 2,ISCED 2,male,yes,518.131,461.65,462.497,1.70714,yes,yes,1,2,0,101-200,-1.037,-1.0346,HIGH
117,Albania,82,2872.933,ISCED 3A,ISCED 2,female,no,398.353,425.353,463.656,2.8115,no,yes,1,2,0,11-25,-1.589275,-0.672575,LOW
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,female,yes,607.615,523.84,594.137,5.03135,yes,yes,3+,3+,3+,more than 500,1.9839,1.8989,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,491.2,558.987,572.441,4.68728,yes,yes,1,2,1,201-500,0.1869,0.8917,HIGH
91,Montenegro,85,628.053,ISCED 3A,"ISCED 3B, C",female,yes,301.991,351.819,351.143,1.08,yes,yes,1,2,3+,0-10,0.274,0.8508,LOW
14,United Kingdom,99,68207.116,ISCED 3A,"ISCED 3B, C",female,yes,513,469.525,515.317,16.94258,no,yes,3+,2,0,201-500,-0.2565,-0.6937,HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,female,yes,553.779,555.895,518.479,186.5996,yes,yes,3+,1,3+,11-25,-0.1373,-0.4953,HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",female,yes,473.63,562.433,509.622,11.61616,yes,yes,3+,2,2,0-10,0.9501,0.2305,HIGH
58,Uruguay,90,3485.151,less than ISCED1,less than ISCED1,male,yes,362.8,334.616,313.019,5.29095,yes,no,2,2,0,0-10,-0.5182,-2.5766,LOW-MED
1,Singapore,107,5896.686,ISCED 3A,ISCED 3A,female,yes,709.509,653.258,697.004,6.63158,yes,no,1,2,1,201-500,-0.4941,0.6594,HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,female,yes,469.721,527.325,529.649,16.92226,yes,yes,3+,2,2,11-25,0.6088,0.5785,LOW-MED
76,Costa Rica,86,5139.052,ISCED 2,ISCED 2,female,yes,455.278,471.577,434.859,8.31722,yes,yes,3+,3+,3+,11-25,1.0383,0.2591,LOW-MED
44,Israel,94,8789.774,ISCED 3A,"ISCED 3B, C",female,yes,306.011,393.417,391.326,14.7434,yes,yes,2,1,1,101-200,-0.7572,-0.6841,LOW-MED
5,South Korea,104,51305.186,ISCED 3A,"ISCED 3B, C",male,yes,604.363,551.872,540.236,119.7972,yes,yes,1,2,1,more than 500,-0.0188,0.5525,HIGH
1,Singapore,107,5896.686,ISCED 1,ISCED 1,female,yes,494.37,542.816,481.543,6.80324,yes,yes,2,2,0,26-100,-1.0406,-2.0023,HIGH
108,Colombia,83,51265.844,"ISCED 3B, C",ISCED 3A,male,yes,519.474,515.795,516.993,3.64286,yes,yes,2,2,0,26-100,-0.8255,-0.2024,LOW
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,male,no,320.951,249.518,271.752,6.38174,no,no,0,0,0,more than 500,-6.9744,-1.0515,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 2,male,no,325.719,390.618,350.628,2.50299,yes,yes,3+,2,3+,more than 500,0.1985,-0.4604,HIGH
11,Finland,100,5548.36,ISCED 3A,"ISCED 3B, C",female,yes,436.886,475.393,416.412,9.45417,yes,yes,2,3+,2,11-25,0.2408,0.2176,HIGH
25,New Zealand,98,4860.643,ISCED 3A,ISCED 3A,female,yes,525.401,548.872,597.15,18.24029,yes,yes,1,1,2,201-500,0.1442,0.7197,HIGH
77,Georgia,86,3979.765,ISCED 3A,"ISCED 3B, C",male,yes,488.786,501.909,466.848,6.28709,yes,yes,1,2,1,201-500,-0.7273,-0.7132,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,461.242,503.319,491.318,35.96746,yes,yes,3+,3+,3+,more than 500,0.8881,0.9253,HIGH
