rank,country_name,finalIq,pop2021,mother_educ,father_educ,gender,internet,math,read,science,stu_wgt,desk,room,television,computer_n,car,book,wealth,escs,class
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,513.833,477.93,481.924,94.45773,yes,yes,3+,2,1,more than 500,-0.5705,-0.3874,HIGH
19,Germany,98,83900.473,ISCED 2,ISCED 3A,male,yes,540.962,540.416,470.039,90.90754,no,yes,2,1,1,26-100,-0.7596,-0.2746,HIGH
60,Turkey,89,85042.738,ISCED 3A,ISCED 2,male,yes,416.649,438.84,447.068,214.8183,yes,yes,1,1,0,11-25,-1.6517,-0.6436,LOW-MED
61,Thailand,89,69950.85,ISCED 1,ISCED 2,female,yes,450.087,403.523,419.345,43.9241,yes,yes,2,0,0,26-100,-1.9572,-1.8505,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,506.664,466.353,508.629,5.49819,yes,no,3+,3+,2,101-200,1.9714,0.9649,HIGH
108,Colombia,83,51265.844,ISCED 2,ISCED 2,male,yes,408.356,410.449,437.952,26.4381,no,yes,2,0,0,11-25,-1.460175,-1.660975,LOW
10,Switzerland,100,8715.494,"ISCED 3B, C","ISCED 3B, C",female,yes,548.797,605.738,515.13,13.18704,yes,yes,3+,3+,1,26-100,0.4193,0.1857,HIGH
26,Iceland,98,343.353,ISCED 3A,"ISCED 3B, C",male,yes,519.421,495.116,536.495,1.24242,yes,yes,3+,1,3+,more than 500,0.0585,0.6952,HIGH
108,Colombia,83,51265.844,"ISCED 3B, C",ISCED 3A,female,yes,611.528,703.032,658.519,99.84608,no,yes,3+,1,0,101-200,-0.3275,0.1165,LOW
81,Brazil,85,213993.437,less than ISCED1,less than ISCED1,male,yes,380.871,382.939,388.074,102.9355,yes,yes,2,1,0,11-25,-1.5588,-2.6516,LOW
61,Thailand,89,69950.85,ISCED 2,ISCED 1,female,yes,362.029,351.019,356.71,3.61285,no,no,1,0,0,11-25,-2.4571,-2.1812,LOW-MED
9,Netherlands,100,17173.099,ISCED 2,ISCED 2,female,yes,580.485,560.563,611.306,27.65802,yes,yes,3+,2,2,11-25,0.229,0.5396,HIGH
18,Estonia,99,1325.185,ISCED 3A,ISCED 2,female,yes,513.161,526.289,532.564,1.64435,no,yes,3+,3+,3+,101-200,0.0774,0.0788,HIGH
35,Spain,96,46745.216,ISCED 2,"ISCED 3B, C",male,yes,511.196,550.743,554.315,71.98877,yes,yes,2,2,2,26-100,0.5205,-0.3197,MED-HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,395.13,484.151,474.772,68.03738,yes,no,3+,3+,1,26-100,-0.9856,0.9002,LOW
96,Peru,84,33359.418,ISCED 2,ISCED 3A,male,yes,379.046,392.253,376.64,54.07927,yes,yes,2,1,0,0-10,-1.1507,-1.1843,LOW
81,Brazil,85,213993.437,ISCED 3A,ISCED 2,female,yes,392.575,359.596,354.404,40.83122,no,yes,1,0,1,0-10,-1.5132,-1.2816,LOW
26,Iceland,98,343.353,ISCED 3A,"ISCED 3B, C",female,yes,428.465,414.13,420.205,1.19048,yes,yes,1,2,1,101-200,-0.6985,0.5392,HIGH
58,Uruguay,90,3485.151,ISCED 2,ISCED 1,female,yes,403.55,380.962,385.656,4.7904,yes,yes,2,1,0,11-25,-1.0468,-1.4656,LOW-MED
36,Poland,96,37797.005,ISCED 3A,"ISCED 3B, C",male,yes,496.647,314.551,385.373,66.89706,yes,no,2,1,2,0-10,-0.6838,-1.4728,MED-HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,364.785,408.556,390.042,52.22608,yes,yes,2,1,0,11-25,-1.2528,-0.6605,LOW
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,434.198,505.826,407.857,4.23431,yes,yes,3+,2,3+,11-25,0.6989,0.6034,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,231.246,258.591,272.215,1.06329,yes,yes,3+,3+,3+,26-100,1.3606,1.2289,LOW
61,Thailand,89,69950.85,ISCED 3A,ISCED 3A,female,yes,544.206,587.704,598.313,112.7917,yes,yes,3+,2,3+,11-25,0.7242,0.669,LOW-MED
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,female,yes,430.814,429.241,498.709,1.01031,yes,yes,3+,2,2,more than 500,-0.2063,0.8978,LOW
75,Jordan,86,10269.021,ISCED 2,"ISCED 3B, C",male,yes,369.962,380.312,331.405,4.989,yes,yes,2,1,1,0-10,-1.0763,-0.4094,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 2,ISCED 3A,male,yes,243.454,268.073,270.15,1.14706,yes,yes,3+,3+,3+,11-25,4.1549,0.8371,LOW-MED
20,France,98,65426.179,ISCED 3A,ISCED 3A,female,yes,759.233,725.351,779.456,100.6703,yes,yes,2,2,2,26-100,0.1815,-0.092,HIGH
17,Austria,99,9043.07,ISCED 3A,ISCED 3A,male,yes,424.845,370.497,413.593,14.05616,yes,yes,3+,3+,3+,101-200,1.7273,1.7507,HIGH
35,Spain,96,46745.216,ISCED 3A,ISCED 3A,male,yes,475.38,403.957,481.825,116.1211,yes,yes,3+,2,2,101-200,0.8281,-0.0637,MED-HIGH
70,Mexico,87,130262.216,ISCED 1,ISCED 1,male,no,349.33,323.627,324.34,229.4898,no,yes,3+,0,1,11-25,-2.0812,-2.2218,LOW-MED
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,427.844,425.74,430.166,24.37031,yes,yes,2,2,3+,201-500,0.1154,0.5234,HIGH
24,Slovakia,98,5460.721,"ISCED 3B, C","ISCED 3B, C",female,yes,495.558,475.072,475.311,12.97216,yes,yes,1,1,1,0-10,-1.5196,-1.2632,HIGH
117,Albania,82,2872.933,ISCED 2,ISCED 2,male,yes,299.54,221.456,287.694,5.55347,no,yes,2,0,0,11-25,-2.0210749999999997,-0.9542,LOW
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,502.485,556.547,502.386,5.1584,yes,yes,3+,1,2,0-10,-0.8949,-1.1329,MED-HIGH
77,Georgia,86,3979.765,ISCED 3A,ISCED 3A,male,yes,406.044,414.511,409.56,8.18333,yes,yes,1,1,1,more than 500,-1.3304,0.1719,LOW-MED
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,428.843,422.585,440.605,4.02152,yes,yes,3+,1,2,11-25,0.3845,0.3917,HIGH
43,Portugal,94,10167.925,ISCED 2,less than ISCED1,female,yes,517.156,506.127,510.59,16.97599,yes,yes,3+,2,2,11-25,0.2644,-1.2605,LOW-MED
44,Israel,94,8789.774,ISCED 3A,"ISCED 3B, C",female,yes,465.031,367.979,382.983,18.24921,yes,yes,3+,2,3+,11-25,0.5239,-0.7412,LOW-MED
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",female,yes,546.469,501.179,477.287,1.03128,yes,yes,1,1,1,0-10,-0.6357,0.246,LOW
52,Moldova,92,4024.019,ISCED 3A,ISCED 2,female,yes,376.416,380.028,427.678,5.25892,yes,yes,2,2,2,11-25,-0.9883,-0.0563,LOW-MED
47,Greece,93,10370.744,ISCED 3A,ISCED 2,female,yes,467.639,530.477,504.622,18.37881,yes,yes,3+,1,2,101-200,-0.7506,-0.695,LOW-MED
81,Brazil,85,213993.437,ISCED 2,ISCED 3A,female,yes,387.826,473.599,438.496,53.10255,yes,yes,2,1,1,26-100,-0.4836,0.7388,LOW
43,Portugal,94,10167.925,ISCED 1,ISCED 1,male,yes,467.245,386.358,386.721,20.26107,yes,yes,3+,2,1,201-500,-0.3932,-1.7421,LOW-MED
34,Italy,96,60367.477,"ISCED 3B, C",ISCED 3A,female,yes,629.132,670.546,657.775,3.3871000000000002,yes,yes,3+,3+,2,more than 500,-0.0361,1.0778,MED-HIGH
60,Turkey,89,85042.738,less than ISCED1,ISCED 1,male,no,350.703,383.961,369.968,175.8384,no,no,0,0,1,0-10,-4.2248,-3.6459,LOW-MED
40,Malta,95,442.784,ISCED 2,ISCED 2,male,yes,190.903,248.385,284.513,1.65217,yes,yes,2,1,1,26-100,-0.5269,-0.553075,MED-HIGH
44,Israel,94,8789.774,ISCED 3A,"ISCED 3B, C",male,no,477.033,357.858,379.695,25.22485,yes,yes,0,3+,2,more than 500,-0.722,-0.0883,LOW-MED
127,Qatar,80,2930.528,"ISCED 3B, C","ISCED 3B, C",male,yes,480.115,432.695,398.995,1.05922,yes,yes,2,3+,1,0-10,0.4408,0.9388,LOW
44,Israel,94,8789.774,"ISCED 3B, C","ISCED 3B, C",female,yes,431.079,506.65,509.176,1.36761,yes,yes,3+,1,2,26-100,-0.514625,-1.5227,LOW-MED
15,Australia,99,25788.215,ISCED 2,ISCED 3A,male,yes,410.816,404.52,410.521,32.75522,yes,yes,3+,2,2,26-100,0.8772,-0.119,HIGH
61,Thailand,89,69950.85,ISCED 1,ISCED 1,female,yes,385.561,350.914,346.131,127.1114,yes,yes,2,1,1,0-10,-1.4531,-2.0447,LOW-MED
11,Finland,100,5548.36,"ISCED 3B, C","ISCED 3B, C",female,yes,446.873,502.272,512.688,8.9178,yes,yes,2,2,1,101-200,0.3404,-0.1121,HIGH
26,Iceland,98,343.353,ISCED 3A,ISCED 2,male,yes,519.115,566.706,546.419,1.13986,yes,yes,3+,1,1,101-200,-0.769,0.8224,HIGH
31,Slovenia,97,2078.724,"ISCED 3B, C","ISCED 3B, C",male,yes,513.062,568.58,578.382,1.26819,yes,yes,1,3+,2,26-100,-0.404,-0.9809,MED-HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 3A,male,yes,515.174,426.127,498.456,18.56909,no,yes,3+,1,0,26-100,-0.6552,1.0208,LOW
9,Netherlands,100,17173.099,ISCED 2,ISCED 3A,male,yes,516.083,491.82,484.933,34.08256,yes,yes,3+,3+,2,11-25,0.6834,-0.6397,HIGH
15,Australia,99,25788.215,ISCED 2,ISCED 1,male,yes,520.049,498.51,515.465,28.73437,yes,yes,3+,3+,3+,201-500,1.1319,0.8302,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,no,358.829,297.618,279.268,73.058,no,no,1,0,0,11-25,-3.0302,-2.0988,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,453.163,433.024,393.447,3.45429,yes,yes,2,2,2,101-200,0.3362,0.6403,LOW-MED
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,female,yes,421.991,518.352,470.002,20.24898,yes,yes,2,3+,1,26-100,0.0247,0.8644,LOW-MED
70,Mexico,87,130262.216,"ISCED 3B, C",ISCED 2,female,yes,510.895,530.096,539.725,105.0749,no,no,2,1,1,26-100,-1.3072,-0.1255,LOW-MED
48,Bulgaria,93,6896.663,ISCED 3A,ISCED 3A,female,yes,464.075,492.533,539.568,7.82047,yes,yes,3+,1,0,11-25,-1.2978,-1.131,LOW-MED
47,Greece,93,10370.744,ISCED 2,ISCED 3A,female,yes,370.58,455.082,402.787,11.33817,yes,yes,2,1,1,0-10,-1.0317,-1.441,LOW-MED
61,Thailand,89,69950.85,less than ISCED1,less than ISCED1,female,no,403.422,403.594,386.706,169.7481,no,yes,2,0,0,26-100,-3.3252,-4.3889,LOW-MED
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,female,yes,572.527,607.218,570.551,13.08687,yes,yes,3+,2,2,201-500,0.102,0.1635,HIGH
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,male,yes,400.594,381.543,396.389,8.51678,yes,yes,3+,0,0,0-10,-1.1061,-0.8255,LOW-MED
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,male,yes,505.34,522.462,552.315,7.70348,yes,yes,3+,2,3+,26-100,0.829,0.5627,MED-HIGH
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,603.329,622.359,621.312,148.4019,yes,no,3+,2,1,26-100,-0.7354,0.3712,HIGH
76,Costa Rica,86,5139.052,ISCED 3A,ISCED 1,female,yes,389.732,448.145,397.207,6.59052,yes,yes,3+,1,0,0-10,-1.0892,-0.7433,LOW-MED
33,Russia,96,145912.025,"ISCED 3B, C","ISCED 3B, C",female,yes,217.769,285.035,261.909,114.4156,yes,yes,2,2,3+,0-10,0.1994,0.6162,MED-HIGH
54,Romania,91,19127.774,ISCED 3A,ISCED 2,female,yes,474.589,435.032,459.943,32.25357,yes,no,1,1,0,0-10,-1.8678,-1.1427,LOW-MED
31,Slovenia,97,2078.724,ISCED 2,ISCED 2,female,yes,312.649,339.686,299.986,1.31193,yes,no,1,2,2,0-10,-0.8276,-1.8341,MED-HIGH
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,female,yes,550.16,424.918,485.028,10.04518,yes,yes,1,3+,2,more than 500,0.2423,0.7073,HIGH
70,Mexico,87,130262.216,ISCED 1,less than ISCED1,male,no,558.959,498.893,558.007,208.1673,yes,yes,2,1,0,101-200,-2.431,-1.8161,LOW-MED
19,Germany,98,83900.473,ISCED 2,ISCED 2,female,yes,553.618,520.519,521.752,94.83301,yes,yes,3+,3+,3+,101-200,0.7191,-0.6435,HIGH
127,Qatar,80,2930.528,ISCED 3A,ISCED 3A,male,yes,425.62,335.496,431.676,1.20561,yes,yes,3+,3+,3+,26-100,3.3392,1.388,LOW
75,Jordan,86,10269.021,ISCED 3A,ISCED 3A,female,yes,355.529,295.492,353.587,15.55118,yes,no,3+,3+,2,101-200,1.4442,0.4754,LOW-MED
4,Japan,104,126050.804,ISCED 3A,ISCED 3A,male,yes,590.811,569.22,599.816,180.0374,yes,yes,1,2,2,11-25,-0.4723,0.2502,HIGH
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,220.523,322.337,226.54,4.84105,yes,yes,2,1,3+,101-200,-0.2455,-0.3417,LOW-MED
43,Portugal,94,10167.925,less than ISCED1,less than ISCED1,male,yes,452.123,455.734,456.876,1,yes,yes,2,1,3+,26-100,-0.0796,-1.6955,LOW-MED
17,Austria,99,9043.07,"ISCED 3B, C","ISCED 3B, C",male,yes,544.923,509,556.782,13.46801,yes,yes,1,2,1,101-200,-1.1703,0.316,HIGH
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,yes,418.57,321.399,350.135,93.54829,yes,yes,3+,3+,1,101-200,0.0761,-0.1713,HIGH
16,Belgium,99,11632.326,"ISCED 3B, C",ISCED 3A,female,yes,576.36,614.487,617.419,6.68616,yes,yes,3+,3+,2,26-100,0.5332,0.2595,HIGH
81,Brazil,85,213993.437,ISCED 2,ISCED 1,male,yes,388,461.774,410.573,15.19567,yes,no,2,2,1,0-10,-0.9232,-1.6836,LOW
17,Austria,99,9043.07,ISCED 2,ISCED 2,female,yes,520.2,614.274,531.145,15.0531,yes,yes,3+,3+,0,101-200,-0.1536,-0.7266,HIGH
23,Hungary,98,9634.164,less than ISCED1,ISCED 2,male,yes,349.052,328.389,319.589,34.5743,yes,yes,2,2,0,0-10,-0.4218,-1.4962,HIGH
58,Uruguay,90,3485.151,ISCED 1,ISCED 1,female,yes,420.826,557.165,494.149,4.10855,yes,yes,3+,2,1,0-10,-0.0803,-1.3142,LOW-MED
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,596.065,570.221,563.727,6.69132,yes,no,3+,3+,0,201-500,-0.2278,-0.5829,MED-HIGH
22,Sweden,98,10160.169,ISCED 3A,ISCED 3A,male,yes,538.827,552.473,599.547,13.81421,no,yes,2,3+,3+,201-500,1.6387,1.3225,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,318.298,379.879,336,11.84657,yes,yes,2,3+,2,more than 500,0.7205,0.0914,HIGH
16,Belgium,99,11632.326,"ISCED 3B, C","ISCED 3B, C",male,yes,526.782,441.37,511.455,15.88796,yes,no,1,1,1,26-100,-0.8495,-0.7277,HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,male,yes,519.875,617.488,560.135,1.31548,yes,yes,3+,3+,3+,11-25,1.1572,1.33,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,female,yes,605.355,585.873,646.154,219.6484,yes,yes,2,3+,3+,201-500,1.4603,1.613,MED-HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 3A,male,yes,634.015,621.869,631.213,29.12497,yes,yes,2,3+,2,201-500,0.2662,1.0904,HIGH
95,Algeria,84,44616.624,less than ISCED1,ISCED 1,male,yes,310.245,320.418,340.878,56.52415,yes,yes,2,0,1,11-25,-1.392,-2.6149,LOW
28,Denmark,97,5813.298,ISCED 2,less than ISCED1,male,yes,482.805,316.356,371.89,3.87138,yes,no,2,1,0,11-25,-1.5896,-0.91105,MED-HIGH
95,Algeria,84,44616.624,less than ISCED1,ISCED 2,female,no,404.344,447.846,423.564,59.48961,yes,yes,3+,0,1,11-25,-1.878,-1.9431,LOW
18,Estonia,99,1325.185,ISCED 3A,"ISCED 3B, C",male,yes,516.834,501.124,558.075,1.45238,yes,yes,2,2,0,101-200,-1.025,0.2653,HIGH
44,Israel,94,8789.774,ISCED 3A,ISCED 3A,male,yes,623.11,634.536,626.293,15.90303,yes,yes,3+,3+,3+,26-100,1.158,0.8593,LOW-MED
95,Algeria,84,44616.624,ISCED 1,ISCED 2,female,no,448.371,441.436,498.938,71.44779,yes,no,1,1,0,11-25,-2.2519,-0.9712,LOW
81,Brazil,85,213993.437,ISCED 3A,ISCED 3A,male,yes,544.435,542.095,549.506,184.657,yes,yes,3+,3+,1,26-100,-0.1203,0.892,LOW
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,356.227,414.772,378.709,86.27158,yes,yes,3+,2,1,26-100,0.6081,1.1826,LOW
5,South Korea,104,51305.186,ISCED 3A,ISCED 3A,male,no,416.958,366.617,437.082,112.5619,yes,yes,2,2,1,0-10,-0.8507,-0.2412,HIGH
61,Thailand,89,69950.85,ISCED 2,"ISCED 3B, C",female,yes,354.564,439.666,416.596,121.32470000000001,yes,yes,1,1,2,11-25,-0.7144,-0.5783,LOW-MED
73,United Arab Emirates,87,9991.089,ISCED 3A,ISCED 3A,male,yes,263.145,203.651,292.649,2.8852,yes,yes,0,0,0,201-500,-2.2745,-0.1651,LOW-MED
43,Portugal,94,10167.925,ISCED 3A,ISCED 3A,male,yes,637.28,566.068,659.51,28.1714,yes,no,3+,3+,2,101-200,1.1564,1.1817,LOW-MED
23,Hungary,98,9634.164,ISCED 2,"ISCED 3B, C",female,yes,514.09,453.409,484.725,15.10023,yes,yes,3+,1,1,101-200,-0.4701,-1.0713,HIGH
41,Vietnam,94,98168.833,ISCED 2,ISCED 2,female,yes,408.73,399.264,383.481,163.0945,yes,yes,2,1,0,0-10,-0.9741,-1.8353,LOW-MED
70,Mexico,87,130262.216,ISCED 2,ISCED 2,male,yes,421.579,509.37,429.902,347.0536,yes,yes,3+,1,3+,11-25,0.7189,-1.2307,LOW-MED
11,Finland,100,5548.36,ISCED 3A,ISCED 3A,female,yes,582.305,670.367,609.19,9.1737,yes,yes,2,3+,2,201-500,0.4744,1.067,HIGH
40,Malta,95,442.784,ISCED 2,ISCED 2,female,yes,324.485,276.801,313.403,1.10225,yes,yes,2,2,2,26-100,0.0792,-0.4059,MED-HIGH
29,Norway,97,5465.63,ISCED 3A,ISCED 3A,female,yes,487.344,528.132,476.691,21.25905,yes,yes,3+,3+,3+,201-500,1.6935,0.541,MED-HIGH
80,Indonesia,85,276361.783,ISCED 3A,ISCED 3A,female,yes,456.302,476.329,465.439,168.6918142,yes,no,1,1,1,11-25,-1.24,-1.1054,LOW
81,Brazil,85,213993.437,ISCED 2,ISCED 2,male,yes,341.338,348.097,402.814,46.91053,yes,yes,1,0,0,11-25,-1.5929,-1.9295,LOW
15,Australia,99,25788.215,ISCED 3A,ISCED 1,male,yes,256.49,223.29,226.724,14.66143,no,yes,3+,3+,3+,26-100,1.12,-0.2316,HIGH
75,Jordan,86,10269.021,ISCED 3A,"ISCED 3B, C",female,yes,526.82,550.554,630.676,5.25714,yes,yes,2,2,1,11-25,-0.3597,0.0405,LOW-MED
70,Mexico,87,130262.216,ISCED 1,ISCED 2,male,yes,393.655,489.752,498.752,131.5519,no,no,2,1,1,0-10,-1.308,-0.8841,LOW-MED
81,Brazil,85,213993.437,"ISCED 3B, C",ISCED 2,male,yes,410.199,459.723,440.393,22.35671,yes,no,2,1,1,0-10,-1.0606,-0.1353,LOW
16,Belgium,99,11632.326,ISCED 3A,ISCED 1,female,yes,386.274,301.726,293.272,12.99959,no,yes,1,1,1,0-10,-1.0087,-1.1552,HIGH
76,Costa Rica,86,5139.052,ISCED 1,"ISCED 3B, C",female,yes,393.943,437.078,398.217,2.8929,yes,yes,2,1,1,0-10,-1.092,-0.7819,LOW-MED
127,Qatar,80,2930.528,ISCED 2,ISCED 2,female,yes,456.342,364.87,421.164,1,yes,yes,1,1,2,11-25,-1.5115,-0.6412,LOW
39,Luxembourg,95,634.814,"ISCED 3B, C",ISCED 3A,female,yes,565.022,563.085,561.375,1.03922,yes,yes,3+,3+,2,101-200,0.4748,0.6408,MED-HIGH
20,France,98,65426.179,"ISCED 3B, C","ISCED 3B, C",male,yes,477.657,576.204,545.323,100.2581,yes,yes,3+,1,3+,0-10,0.2565,-0.8164,HIGH
127,Qatar,80,2930.528,ISCED 2,"ISCED 3B, C",female,yes,394.42,384.174,408.328,1,yes,yes,3+,2,3+,101-200,2.1145,0.8645,LOW
28,Denmark,97,5813.298,ISCED 3A,ISCED 3A,female,yes,594.372,522.279,575.812,13.91576,yes,yes,3+,3+,1,101-200,1.096,1.599,MED-HIGH
14,United Kingdom,99,68207.116,ISCED 3A,ISCED 3A,male,yes,686.795,705.986,721.252,4.85583,yes,yes,3+,3+,2,201-500,1.2616,1.6584,HIGH
38,Latvia,95,1866.942,"ISCED 3B, C","ISCED 3B, C",female,yes,478.717,552.411,474.881,2.93649,yes,yes,1,3+,2,26-100,-0.2601,-0.9565,MED-HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,male,yes,396.557,381.567,429.991,13.82747,yes,yes,3+,1,1,26-100,-0.9046,-0.0281,HIGH
96,Peru,84,33359.418,ISCED 3A,ISCED 3A,female,yes,498.816,470.88,411.844,67.15562,yes,yes,3+,2,0,26-100,-0.3612,3e-4,LOW
70,Mexico,87,130262.216,ISCED 2,ISCED 3A,male,no,497.936,403.861,439.612,173.2225,yes,yes,2,2,3+,11-25,-0.732,-1.4812,LOW-MED
46,Lithuania,94,2689.862,"ISCED 3B, C","ISCED 3B, C",male,yes,313.372,352.507,312.47,2.18191,yes,yes,3+,3+,2,101-200,1.2208,1.104,LOW-MED
127,Qatar,80,2930.528,"ISCED 3B, C",ISCED 3A,male,yes,283.998,296.767,362.912,1.18692,yes,yes,3+,1,2,26-100,-0.7599,0.6651,LOW
70,Mexico,87,130262.216,ISCED 3A,ISCED 3A,female,no,424.224,461.608,426.761,112.2361,yes,no,2,0,2,0-10,-1.6431,-0.011,LOW-MED
23,Hungary,98,9634.164,ISCED 2,"ISCED 3B, C",male,yes,539.29,482.838,521.38,13.99905,yes,yes,3+,0,0,26-100,-0.9058,-1.1634,HIGH
23,Hungary,98,9634.164,ISCED 3A,ISCED 3A,female,yes,529.394,536.301,594.066,12.40716,yes,yes,3+,2,1,26-100,-0.1803,-0.2937,HIGH
30,Croatia,97,4081.651,ISCED 3A,ISCED 3A,female,yes,516.711,485.352,500.969,5.60696,yes,yes,2,1,2,11-25,-1.2686,-0.8546,MED-HIGH
46,Lithuania,94,2689.862,"ISCED 3B, C","ISCED 3B, C",male,yes,530.568,550.834,586.965,5.59182,yes,yes,2,2,3+,101-200,-0.4728,0.233,LOW-MED
44,Israel,94,8789.774,"ISCED 3B, C","ISCED 3B, C",female,yes,389.783,381.128,399.103,28.78531,yes,yes,0,2,0,101-200,-1.3988,-0.7967,LOW-MED
16,Belgium,99,11632.326,ISCED 3A,ISCED 3A,male,yes,552.493,487.732,511.159,10.98441,yes,yes,3+,3+,3+,101-200,1.8294,1.7822,HIGH
27,United States,97,332915.073,ISCED 3A,ISCED 3A,male,yes,383.052,446.74,391.404,555.9399,yes,yes,3+,3+,3+,11-25,1.4521,0.4986,MED-HIGH
8,Canada,100,38067.903,ISCED 3A,ISCED 3A,female,yes,488.35,527.787,525.566,3.119,yes,yes,3+,3+,2,201-500,1.9614,1.4114,HIGH
108,Colombia,83,51265.844,ISCED 3A,ISCED 3A,female,yes,281.668,393.273,387.302,73.94017,no,yes,3+,1,0,0-10,-0.2207,0.0414,LOW
95,Algeria,84,44616.624,ISCED 2,ISCED 2,male,no,304.622,343.994,344.044,41.73076,yes,no,1,0,0,0-10,-4.4517,-1.8233,LOW
43,Portugal,94,10167.925,"ISCED 3B, C",ISCED 3A,female,yes,437.991,485.856,457.91,14.93241,yes,yes,2,2,1,26-100,-1.3147,-0.4504,LOW-MED
11,Finland,100,5548.36,"ISCED 3B, C","ISCED 3B, C",male,yes,518.74,514.238,576.208,9.36972,no,no,3+,3+,2,26-100,0.0692,0.366,HIGH
15,Australia,99,25788.215,ISCED 3A,ISCED 1,female,yes,359.474,388.627,390.333,1.41967,yes,yes,3+,3+,3+,201-500,1.007225,0.00607499999999999,HIGH
33,Russia,96,145912.025,ISCED 3A,ISCED 3A,male,yes,529.899,482.075,499.254,265.9007,yes,yes,2,2,1,26-100,-0.3449,-0.4973,MED-HIGH
62,Chile,89,19212.361,ISCED 3A,ISCED 2,male,no,419.144,438.328,399.921,38.21146,yes,no,2,2,1,26-100,-1.9167,-1.7219,LOW-MED
52,Moldova,92,4024.019,ISCED 3A,ISCED 3A,female,no,301.013,340.255,363.623,5.22017,no,yes,1,1,0,11-25,-1.9972,-1.1105,LOW-MED
61,Thailand,89,69950.85,"ISCED 3B, C",ISCED 1,female,yes,416.669,346.453,355.493,10.03879,yes,yes,1,2,1,0-10,-1.3304,-0.4451,LOW-MED
81,Brazil,85,213993.437,ISCED 1,"ISCED 3B, C",female,no,306.911,450.4,360.864,14.79665,no,yes,1,0,0,0-10,-3.2404,-2.2354,LOW
43,Portugal,94,10167.925,ISCED 1,ISCED 1,male,yes,345.654,360.32,348.415,1.2,yes,yes,3+,1,2,0-10,-0.2106,-1.9369,LOW-MED
62,Chile,89,19212.361,ISCED 3A,"ISCED 3B, C",male,yes,550.248,496.779,541.367,36.22467,yes,yes,2,2,1,0-10,-0.5851,-1.1156,LOW-MED
8,Canada,100,38067.903,ISCED 2,ISCED 3A,female,yes,392.726,370.778,394.8,4.03999,yes,yes,1,2,2,11-25,-0.2795,-0.9404,HIGH
28,Denmark,97,5813.298,ISCED 1,ISCED 1,female,yes,508.866,490.172,477.012,1.28571,no,yes,3+,2,1,11-25,-0.2334,-1.972,MED-HIGH
14,United Kingdom,99,68207.116,"ISCED 3B, C","ISCED 3B, C",female,yes,437.33,485.031,465.764,133.2241,no,yes,3+,2,1,0-10,0.1884,-0.7325,HIGH
29,Norway,97,5465.63,ISCED 3A,ISCED 3A,male,yes,561.351,584.085,616.293,10.09741,yes,yes,2,2,3+,26-100,0.1417,0.1472,MED-HIGH
81,Brazil,85,213993.437,ISCED 3A,ISCED 1,male,no,141.876,212.455,219.84,166.5451,no,no,1,0,0,11-25,-3.4313,-1.945,LOW
39,Luxembourg,95,634.814,ISCED 2,ISCED 2,male,no,345.093,284.518,325.769,1.08411,yes,yes,2,3+,1,0-10,-0.7891,-1.4083,MED-HIGH
20,France,98,65426.179,"ISCED 3B, C","ISCED 3B, C",female,yes,455.941,508.513,418.222,159.1693,yes,yes,3+,2,3+,26-100,0.0142,-0.7624,HIGH
16,Belgium,99,11632.326,ISCED 3A,"ISCED 3B, C",female,yes,475.418,544.677,495.824,10.50333,yes,yes,3+,3+,3+,0-10,0.1191,-0.4971,HIGH
